head,tail,relation,note
"CYP2C9*1, CYP2C9*2, CYP2C9*3","[['CYP2C9', '(PA126)']]",belongs to,
"CYP3A5*1A, CYP3A5*3A","[['clopidogrel', '(PA449053)']]",metabolism of,
"CYP3A5*1A, CYP3A5*3A","[['CYP3A5', '(PA131)']]",belongs to,
"CYP3A5*1A, CYP3A5*3A","[['CYP3A5', '(PA131)']]",belongs to,
"CYP3A5*1A, CYP3A5*3A","[['cilostazol', '(PA164746334)']]",decreased concentrations of,
"CYP3A5*1A, CYP3A5*3A","[['CYP3A5', '(PA131)']]",belongs to,
"UGT1A1*1, UGT1A1*28","[['sorafenib', '(PA7000)']]",increased exposure to,
"UGT1A1*1, UGT1A1*28","[['UGT1A1', '(PA420)']]",belongs to,
rs2740574,"[['CYP3A4', '(PA130)']]",belongs to,
rs1801274,"[['adalimumab', '(PA10004)']]",increased response to,
rs1801274,"[['FCGR2A', '(PA28063)']]",belongs to,
rs2237897,"[['gliclazide', '(PA10892)']]",increased response to,
rs2237897,"[['KCNQ1', '(PA223)']]",belongs to,
rs1128503,"[['tacrolimus', '(PA451578)']]",increased dose of,
rs1128503,"[['ABCB1', '(PA267)']]",belongs to,
"CYP3A5*1A, CYP3A5*3A","[['tacrolimus', '(PA451578)']]",increased dose of,
"CYP3A5*1A, CYP3A5*3A","[['CYP3A5', '(PA131)']]",belongs to,
"CYP3A5*1A, CYP3A5*3A","[['tacrolimus', '(PA451578)']]",increased dose of,
"CYP3A5*1A, CYP3A5*3A","[['CYP3A5', '(PA131)']]",belongs to,
rs1799853,"[['CYP2C9', '(PA126)']]",belongs to,
rs1799853,"[['irbesartan', '(PA450084)']]",increased response to,
rs1799853,"[['CYP2C9', '(PA126)']]",belongs to,
rs371194629,"[['capecitabine', '(PA448771)'], ['fluorouracil', '(PA128406956)']]",increased response to,
rs371194629,"[['HLA-G', '(PA35083)']]",belongs to,
rs4759314,"[['HOTAIR', '(PA162391575)']]",belongs to,
rs1899663,"[['HOTAIR', '(PA162391575)']]",belongs to,
rs79663003,"[['lithium', '(PA450243)']]",increased response to,
rs17716295,"[['antipsychotics', '(PA452233)']]",decreased response to,
rs17716295,"[['NRG1', '(PA31776)']]",belongs to,
rs1057910,"[['irbesartan', '(PA450084)']]",increased concentrations of,
rs1057910,"[['CYP2C9', '(PA126)']]",belongs to,
rs1057910,"[['CYP2C9', '(PA126)']]",belongs to,
"CYP2C9*1, CYP2C9*2","[['warfarin', '(PA451906)']]",decreased dose of,
"CYP2C9*1, CYP2C9*2","[['CYP2C9', '(PA126)']]",belongs to,
"CYP2C9*1, CYP2C9*3","[['CYP2C9', '(PA126)']]",belongs to,
rs9934438,"[['VKORC1', '(PA133787052)']]",belongs to,
rs5443,"[['hydralazine', '(PA449894)'], ['isosorbide', 'dinitrate', '(PA450125)']]",increased response to,
rs5443,"[['GNB3', '(PA176)']]",belongs to,
rs2032582,"[['methadone', '(PA450401)']]",decreased clearance of,
rs2032582,"[['ABCB1', '(PA267)']]",belongs to,
rs1062033,"[['hdl', 'cholesterol', '(PA166129559)']]",increased concentrations of,
rs1062033,"[['CYP19A1', '(PA27091)']]",belongs to,
rs1008805,"[['hdl', 'cholesterol', '(PA166129559)']]",decreased concentrations of,
rs1008805,"[['CYP19A1', '(PA27091)']]",belongs to,
rs763780,"[['adalimumab', '(PA10004)']]",increased response to,
rs763780,"[['IL17F', '(PA29800)']]",belongs to,
rs763780,"[['ustekinumab', '(PA166048654)']]",increased response to,
rs763780,"[['IL17F', '(PA29800)']]",belongs to,
rs763780,"[['infliximab', '(PA452639)']]",increased response to,
rs763780,"[['IL17F', '(PA29800)']]",belongs to,
rs763780,"[['IL17F', '(PA29800)']]",belongs to,
rs3957356,"[['busulfan', '(PA448691)']]",decreased clearance of,
rs3957356,"[['GSTA1', '(PA29016)']]",belongs to,
CYP2D6 poor metabolizers,"[['atomoxetine', '(PA134688071)']]",decreased clearance of,
CYP2D6 poor metabolizers,"[['CYP2D6', '(PA128)']]",belongs to,
"CYP2C19*1, CYP2C19*2","[['tamoxifen', '(PA451581)']]",decreased metabolism of,
"CYP2C19*1, CYP2C19*2","[['CYP2C19', '(PA124)']]",belongs to,
rs1057868,"[['tacrolimus', '(PA451578)']]",increased dose-adjusted trough concentrations of,
rs1057868,"[['POR', '(PA33532)']]",belongs to,
rs1045642,"[['ABCB1', '(PA267)']]",belongs to,
"CYP3A4*1, CYP3A4*1G","[['tacrolimus', '(PA451578)']]",decreased dose-adjusted trough concentrations of,
"CYP3A4*1, CYP3A4*1G","[['CYP3A4', '(PA130)']]",belongs to,
"CYP3A5*1A, CYP3A5*3A","[['tacrolimus', '(PA451578)']]",decreased dose-adjusted trough concentrations of,
"CYP3A5*1A, CYP3A5*3A","[['CYP3A5', '(PA131)']]",belongs to,
"CYP3A5*1A, CYP3A5*3A","[['tacrolimus', '(PA451578)']]",increased dose of,
"CYP3A5*1A, CYP3A5*3A","[['CYP3A5', '(PA131)']]",belongs to,
rs3745274,"[['methadone', '(PA450401)']]",decreased clearance of,
rs3745274,"[['CYP2B6', '(PA123)']]",belongs to,
rs2396185,"[['topiramate', '(PA451728)']]",increased response to,
rs2396185,"[['INSR', '(PA202)']]",belongs to,
rs749292,"[['triglycerides', '(PA451776)']]",decreased concentrations of,
rs749292,"[['CYP19A1', '(PA27091)']]",belongs to,
rs1710,"[['HLA-G', '(PA35083)']]",belongs to,
SLC22A1 haplotype,"[['o-desmethyltramadol', '(PA166131379)']]",increased concentrations of,
SLC22A1 haplotype,"[['SLC22A1', '(PA329)']]",belongs to,
CYP2D6 deficiency,"[['o-desmethyltramadol', '(PA166131379)']]",decreased exposure to,
CYP2D6 deficiency,"[['CYP2D6', '(PA128)']]",belongs to,
"CYP1A2*1A, CYP1A2*1C, CYP1A2*1F","[['quetiapine', '(PA451201)']]",increased exposure to,
"CYP1A2*1A, CYP1A2*1C, CYP1A2*1F","[['CYP1A2', '(PA27093)']]",belongs to,
"APOE E3, APOE E4","[['atorvastatin', '(PA448500)']]",decreased response to,
"APOE E3, APOE E4","[['APOE', '(PA55)']]",belongs to,
rs6356,"[['TH', '(PA351)']]",belongs to,
rs2839698,"[['Platinum', 'compounds', '(PA164713176)']]",increased response to,
rs2839698,"[['H19', '(PA29091)']]",belongs to,
"CYP2C9*1, CYP2C9*3","[['warfarin', '(PA451906)']]",decreased dose of,
"CYP2C9*1, CYP2C9*3","[['CYP2C9', '(PA126)']]",belongs to,
rs9923231,"[['warfarin', '(PA451906)']]",decreased dose of,
rs9923231,"[['VKORC1', '(PA133787052)']]",belongs to,
"CYP2C9*1, CYP2C9*2, CYP2C9*3","[['warfarin', '(PA451906)']]",decreased dose of,
"CYP2C9*1, CYP2C9*2, CYP2C9*3","[['CYP2C9', '(PA126)']]",belongs to,
rs1045642,"[['ABCB1', '(PA267)']]",belongs to,
"CYP3A5*1A, CYP3A5*3A","[['tacrolimus', '(PA451578)']]",increased dose-adjusted trough concentrations of,
"CYP3A5*1A, CYP3A5*3A","[['CYP3A5', '(PA131)']]",belongs to,
rs12714145,"[['GGCX', '(PA28660)']]",belongs to,
rs7856096,"[['FPGS', '(PA167)']]",belongs to,
"CYP2C19*1, CYP2C19*17, CYP2C19*2","[['lansoprazole', '(PA450180)'], ['omeprazole', '(PA450704)']]",decreased response to,
"CYP2C19*1, CYP2C19*17, CYP2C19*2","[['CYP2C19', '(PA124)']]",belongs to,
"CYP2C9*1, CYP2C9*2, CYP2C9*3","[['warfarin', '(PA451906)']]",decreased dose of,
"CYP2C9*1, CYP2C9*2, CYP2C9*3","[['CYP2C9', '(PA126)']]",belongs to,
rs9934438,"[['warfarin', '(PA451906)']]",decreased dose of,
rs9934438,"[['VKORC1', '(PA133787052)']]",belongs to,
rs4953344,"[['EPAS1', '(PA27809)']]",belongs to,
rs3768728,"[['EPAS1', '(PA27809)']]",belongs to,
rs1374749,"[['EPAS1', '(PA27809)']]",belongs to,
rs699947,"[['VEGFA', '(PA37302)']]",belongs to,
rs3025030,"[['VEGFA', '(PA37302)']]",belongs to,
rs3025033,"[['VEGFA', '(PA37302)']]",belongs to,
rs3025039,"[['VEGFA', '(PA37302)']]",belongs to,
rs7995976,"[['FLT1', '(PA28180)']]",belongs to,
rs2199939,"[['rosuvastatin', '(PA134308647)']]",increased response to,
rs2199939,"[['ABCG2', '(PA390)']]",belongs to,
rs10455872,"[['rosuvastatin', '(PA134308647)']]",decreased response to,
rs10455872,"[['LPA', '(PA30432)']]",belongs to,
rs71352238,"[['rosuvastatin', '(PA134308647)']]",decreased response to,
rs71352238,"[['APOE', '(PA55)']]",belongs to,
rs7412,"[['rosuvastatin', '(PA134308647)']]",increased response to,
rs7412,"[['APOE', '(PA55)']]",belongs to,
rs1481012,"[['rosuvastatin', '(PA134308647)']]",increased response to,
rs1481012,"[['ABCG2', '(PA390)']]",belongs to,
rs17111584,"[['rosuvastatin', '(PA134308647)']]",decreased response to,
rs17111584,"[['USP24', '(PA37248)']]",belongs to,
CYP2C19 poor metabolizer,"[['CYP2C19', '(PA124)']]",belongs to,
rs7958904,"[['Platinum', 'compounds', '(PA164713176)']]",decreased response to,
rs7958904,"[['HOTAIR', '(PA162391575)']]",belongs to,
rs723672,"[['CACNA1C', '(PA83)']]",belongs to,
rs7131056,"[['DRD2', '(PA27478)']]",belongs to,
rs1079597,"[['amisulpride', '(PA162565877)']]",increased response to,
rs1079597,"[['DRD2', '(PA27478)']]",belongs to,
rs2234689,"[['DRD2', '(PA27478)']]",belongs to,
rs1800497,"[['ANKK1', '(PA134872551)'], ['DRD2', '(PA27478)']]",belongs to,
rs1695,"[['GSTP1', '(PA29028)']]",belongs to,
rs1045642,"[['agomelatine', '(PA165958363)'], ['Melatonin', 'receptor', 'agonists', '(PA164712893)'], ['Selective', 'serotonin', 'reuptake', 'inhibitors', '(PA164713257)'], ['venlafaxine', '(PA451866)']]",increased response to,
rs1045642,"[['ABCB1', '(PA267)']]",belongs to,
rs1859168,"[['HOTTIP', '(PA165618182)']]",belongs to,
rs5883064,"[['HOTTIP', '(PA165618182)']]",belongs to,
rs3807598,"[['HOTTIP', '(PA165618182)']]",belongs to,
rs2032582,"[['ABCB1', '(PA267)']]",belongs to,
"CYP3A5*1A, CYP3A5*3A","[['tacrolimus', '(PA451578)']]",decreased dose-adjusted trough concentrations of,
"CYP3A5*1A, CYP3A5*3A","[['CYP3A5', '(PA131)']]",belongs to,
"CYP3A5*1A, CYP3A5*3A","[['tacrolimus', '(PA451578)']]",increased concentrations of,
"CYP3A5*1A, CYP3A5*3A","[['CYP3A5', '(PA131)']]",belongs to,
rs1629140,"[['EGLN3', '(PA27672)']]",belongs to,
"CYP2D6*1, CYP2D6*10, CYP2D6*2, CYP2D6*29, CYP2D6*3, CYP2D6*4, CYP2D6*41, CYP2D6*4xN, CYP2D6*5, CYP2D6*9","[['atomoxetine', '(PA134688071)']]",decreased clearance of,
"CYP2D6*1, CYP2D6*10, CYP2D6*2, CYP2D6*29, CYP2D6*3, CYP2D6*4, CYP2D6*41, CYP2D6*4xN, CYP2D6*5, CYP2D6*9","[['CYP2D6', '(PA128)']]",belongs to,
"CYP2C19*1, CYP2C19*2, CYP2C19*3","[['CYP2C19', '(PA124)']]",belongs to,
"CYP2C19*1, CYP2C19*2, CYP2C19*3","[['voriconazole', '(PA10233)']]",decreased trough concentration of,
"CYP2C19*1, CYP2C19*2, CYP2C19*3","[['CYP2C19', '(PA124)']]",belongs to,
"CYP2C19*1, CYP2C19*2, CYP2C19*3","[['voriconazole', '(PA10233)']]",increased trough concentration of,
"CYP2C19*1, CYP2C19*2, CYP2C19*3","[['CYP2C19', '(PA124)']]",belongs to,
"CYP2C19*1, CYP2C19*2, CYP2C19*3","[['CYP2C19', '(PA124)']]",belongs to,
rs138335,"[['corticosteroids', '(PA10832)']]",decreased response to,
rs138335,"[['ST13', '(PA36167)']]",belongs to,
"CYP2B6*1, CYP2B6*18, CYP2B6*22, CYP2B6*4, CYP2B6*5, CYP2B6*6","[['bupropion', '(PA448687)']]",decreased metabolism of,
"CYP2B6*1, CYP2B6*18, CYP2B6*22, CYP2B6*4, CYP2B6*5, CYP2B6*6","[['CYP2B6', '(PA123)']]",belongs to,
rs1801131,"[['methotrexate', '(PA450428)']]",increased response to,
rs1801131,"[['MTHFR', '(PA245)']]",belongs to,
rs1051266,"[['methotrexate', '(PA450428)']]",increased response to,
rs1051266,"[['SLC19A1', '(PA327)']]",belongs to,
rs3215400,"[['azacitidine', '(PA451996)']]",increased resistance to,
rs3215400,"[['CDA', '(PA98)']]",belongs to,
rs1801160,"[['DPYD', '(PA145)']]",belongs to,
rs1801265,"[['fluorouracil', '(PA128406956)']]",increased response to,
rs1801265,"[['DPYD', '(PA145)']]",belongs to,
rs3918290,"[['fluorouracil', '(PA128406956)']]",increased response to,
rs3918290,"[['DPYD', '(PA145)']]",belongs to,
rs78060119,"[['DPYD', '(PA145)']]",belongs to,
rs3918290,"[['capecitabine', '(PA448771)']]",decreased dose of,
rs3918290,"[['DPYD', '(PA145)']]",belongs to,
"CYP3A5*1A, CYP3A5*3A","[['CYP3A5', '(PA131)']]",belongs to,
rs8099917,"[['peginterferon', 'alfa-2a', '(PA164749390)'], ['peginterferon', 'alfa-2b', '(PA164784024)'], ['ribavirin', '(PA451241)']]",increased response to,
rs8099917,"[['IFNL3', '(PA134952671)']]",belongs to,
rs116855232,"[['mercaptopurine', '(PA450379)']]",decreased dose of,
rs116855232,"[['NUDT15', '(PA134963132)']]",belongs to,
rs2472304,"[['erlotinib', '(PA134687924)']]",increased concentrations of,
rs2472304,"[['CYP1A2', '(PA27093)']]",belongs to,
rs2010963,"[['VEGFA', '(PA37302)']]",belongs to,
"VEGFA H1, VEGFA H3","[['enalapril', '(PA449456)']]",increased response to,
"VEGFA H1, VEGFA H3","[['VEGFA', '(PA37302)']]",belongs to,
"VEGFA H1, VEGFA H2","[['VEGFA', '(PA37302)']]",belongs to,
"VEGFA H1, VEGFA H4","[['VEGFA', '(PA37302)']]",belongs to,
"VEGFA H1, VEGFA H5","[['VEGFA', '(PA37302)']]",belongs to,
"CYP2C19*1, CYP2C19*17, CYP2C19*2","[['CYP2C19', '(PA124)']]",belongs to,
CYP2C19 poor metabolizers,"[['clomipramine', '(PA449048)']]",decreased clearance of,
CYP2C19 poor metabolizers,"[['CYP2C19', '(PA124)']]",belongs to,
rs138337,"[['corticosteroids', '(PA10832)']]",decreased response to,
rs138337,"[['ST13', '(PA36167)']]",belongs to,
EPHX1 poor metabolizer,"[['acetylcysteine', '(PA448033)']]",increased response to,
EPHX1 poor metabolizer,"[['EPHX1', '(PA27829)']]",belongs to,
rs6295,"[['milnacipran', '(PA164752812)']]",increased response to,
rs6295,"[['HTR1A', '(PA192)']]",belongs to,
rs1042713,"[['corticosteroids', '(PA10832)'], ['selective', 'beta-2-adrenoreceptor', 'agonists', '(PA134687887)']]",decreased response to,
rs1042713,"[['ADRB2', '(PA39)']]",belongs to,
rs1042713,"[['ADRB2', '(PA39)']]",belongs to,
rs1042713,"[['ADRB2', '(PA39)']]",belongs to,
rs1042713,"[['ADRB2', '(PA39)']]",belongs to,
rs1042713,"[['ADRB2', '(PA39)']]",belongs to,
rs1799971,"[['acetaminophen', '(PA448015)'], ['tramadol', '(PA451735)']]",increased response to,
rs1799971,"[['OPRM1', '(PA31945)']]",belongs to,
rs3793801,"[['CHAT', '(PA26448)']]",belongs to,
rs3793800,"[['CHAT', '(PA26448)']]",belongs to,
rs3793798,"[['CHAT', '(PA26448)']]",belongs to,
rs7094421,"[['CHAT', '(PA26448)']]",belongs to,
rs7076926,"[['CHAT', '(PA26448)']]",belongs to,
rs12264845,"[['CHAT', '(PA26448)']]",belongs to,
rs10776586,"[['CHAT', '(PA26448)']]",belongs to,
rs3793797,"[['CHAT', '(PA26448)']]",belongs to,
rs11101193,"[['CHAT', '(PA26448)']]",belongs to,
rs7094248,"[['CHAT', '(PA26448)']]",belongs to,
rs11101192,"[['CHAT', '(PA26448)']]",belongs to,
rs1917818,"[['CHAT', '(PA26448)']]",belongs to,
rs2231142,"[['allopurinol', '(PA448320)']]",decreased response to,
rs2231142,"[['ABCG2', '(PA390)']]",belongs to,
CYP2D6 poor metabolizers,"[['desipramine', '(PA449233)']]",increased concentrations of,
CYP2D6 poor metabolizers,"[['CYP2D6', '(PA128)']]",belongs to,
CYP2D6 poor metabolizers,"[['desipramine', '(PA449233)']]",decreased dose of,
CYP2D6 poor metabolizers,"[['CYP2D6', '(PA128)']]",belongs to,
CYP2D6 poor metabolizers,"[['CYP2D6', '(PA128)']]",belongs to,
CYP2D6 poor metabolizers,"[['desipramine', '(PA449233)']]",decreased metabolism of,
CYP2D6 poor metabolizers,"[['CYP2D6', '(PA128)']]",belongs to,
"CYP3A5*1A, CYP3A5*3A","[['tacrolimus', '(PA451578)']]",increased concentrations of,
"CYP3A5*1A, CYP3A5*3A","[['CYP3A5', '(PA131)']]",belongs to,
rs2032582,"[['sirolimus', '(PA451365)']]",increased concentrations of,
rs2032582,"[['ABCB1', '(PA267)']]",belongs to,
rs1051740,"[['carbamazepine', '(PA448785)']]",increased metabolism of,
rs1051740,"[['EPHX1', '(PA27829)']]",belongs to,
rs1051740,"[['EPHX1', '(PA27829)']]",belongs to,
rs12266458,"[['CHAT', '(PA26448)']]",belongs to,
rs3793791,"[['CHAT', '(PA26448)']]",belongs to,
rs3793790,"[['donepezil', '(PA449394)'], ['galantamine', '(PA449726)'], ['rivastigmine', '(PA451262)']]",increased response to,
rs3793790,"[['CHAT', '(PA26448)']]",belongs to,
rs3204953,"[['REV3L', '(PA34337)']]",belongs to,
rs465646,"[['REV3L', '(PA34337)']]",belongs to,
rs3957357,"[['GSTA1', '(PA29016)']]",belongs to,
rs3957356,"[['cyclophosphamide', '(PA449165)']]",decreased response to,
rs3957356,"[['GSTA1', '(PA29016)']]",belongs to,
rs2292023,"[['SLC6A3', '(PA311)']]",belongs to,
rs2550956,"[['SLC6A3', '(PA311)']]",belongs to,
rs3863145,"[['SLC6A3', '(PA311)']]",belongs to,
rs201279313,"[['atenolol', '(PA448499)'], ['hydrochlorothiazide', '(PA449899)'], ['metoprolol', '(PA450480)']]",increased response to,
rs201279313,"[['SLC25A31', '(PA142670904)']]",belongs to,
rs11313667,"[['atenolol', '(PA448499)'], ['hydrochlorothiazide', '(PA449899)'], ['metoprolol', '(PA450480)']]",increased response to,
rs11313667,"[['LRRC15', '(PA134956867)']]",belongs to,
rs6280,"[['quetiapine', '(PA451201)']]",increased clearance of,
rs6280,"[['DRD3', '(PA27479)']]",belongs to,
"CYP2C19*1, CYP2C19*2, CYP2C19*3","[['voriconazole', '(PA10233)']]",decreased trough concentration of,
"CYP2C19*1, CYP2C19*2, CYP2C19*3","[['CYP2C19', '(PA124)']]",belongs to,
"CYP2C19*1, CYP2C19*2, CYP2C19*3","[['clopidogrel', '(PA449053)']]",decreased metabolism of,
"CYP2C19*1, CYP2C19*2, CYP2C19*3","[['CYP2C19', '(PA124)']]",belongs to,
"CYP2C19*1, CYP2C19*2, CYP2C19*3","[['cilostazol', '(PA164746334)']]",increased concentrations of,
"CYP2C19*1, CYP2C19*2, CYP2C19*3","[['CYP2C19', '(PA124)']]",belongs to,
rs2072671,"[['gemcitabine', '(PA449748)']]",decreased clearance of,
rs2072671,"[['CDA', '(PA98)']]",belongs to,
rs75527207,"[['ivacaftor', '(PA165950341)']]",response to,
rs75527207,"[['CFTR', '(PA109)']]",belongs to,
rs1063320,"[['HLA-G', '(PA35083)']]",belongs to,
"CYP2D6*1, CYP2D6*10","[['atomoxetine', '(PA134688071)']]",decreased clearance of,
"CYP2D6*1, CYP2D6*10","[['CYP2D6', '(PA128)']]",belongs to,
CYP2D6 poor metabolizers,"[['CYP2D6', '(PA128)']]",belongs to,
"CYP2D6*1, CYP2D6*10, CYP2D6*17, CYP2D6*2, CYP2D6*29, CYP2D6*3, CYP2D6*4, CYP2D6*41, CYP2D6*4xN, CYP2D6*5, CYP2D6*9","[['atomoxetine', '(PA134688071)']]",increased concentrations of,
"CYP2D6*1, CYP2D6*10, CYP2D6*17, CYP2D6*2, CYP2D6*29, CYP2D6*3, CYP2D6*4, CYP2D6*41, CYP2D6*4xN, CYP2D6*5, CYP2D6*9","[['CYP2D6', '(PA128)']]",belongs to,
rs749671,"[['warfarin', '(PA451906)']]",increased dose of,
rs749671,"[['VKORC1', '(PA133787052)']]",belongs to,
rs9332238,"[['warfarin', '(PA451906)']]",increased dose of,
rs9332238,"[['CYP2C9', '(PA126)']]",belongs to,
"CYP2D6*21, CYP2D6*36xN","[['debrisoquine', '(PA452616)']]",decreased metabolism of,
"CYP2D6*21, CYP2D6*36xN","[['CYP2D6', '(PA128)']]",belongs to,
rs6265,"[['olanzapine', '(PA450688)']]",increased response to,
rs6265,"[['BDNF', '(PA31891)']]",belongs to,
CYP2D6 poor metabolizer,"[['CYP2D6', '(PA128)']]",belongs to,
CYP2D6 poor metabolizers,"[['CYP2D6', '(PA128)']]",belongs to,
CYP2D6 poor metabolizers,"[['CYP2D6', '(PA128)']]",belongs to,
"CYP2D6*36, CYP2D6*4","[['dextromethorphan', '(PA449273)']]",decreased metabolism of,
"CYP2D6*36, CYP2D6*4","[['CYP2D6', '(PA128)']]",belongs to,
rs34548976,"[['adrenergics,', 'inhalants', '(PA10405)']]",decreased response to,
rs1045642,"[['glucocorticoids', '(PA452347)']]",decreased response to,
rs1045642,"[['ABCB1', '(PA267)']]",belongs to,
rs4135385,"[['cyclophosphamide', '(PA449165)'], ['dexamethasone', '(PA449247)'], ['thalidomide', '(PA451644)']]",increased response to,
rs4135385,"[['CTNNB1', '(PA27013)']]",belongs to,
rs4533622,"[['thalidomide', '(PA451644)']]",increased response to,
rs4533622,"[['CTNNB1', '(PA27013)']]",belongs to,
rs6720783,"[['SLC5A7', '(PA37838)']]",belongs to,
rs1061170,"[['CFH', '(PA29261)']]",belongs to,
rs6785049,"[['NR1I2', '(PA378)']]",belongs to,
rs3732360,"[['NR1I2', '(PA378)']]",belongs to,
rs1054190,"[['NR1I2', '(PA378)']]",belongs to,
rs1054191,"[['NR1I2', '(PA378)']]",belongs to,
rs3814057,"[['NR1I2', '(PA378)']]",belongs to,
rs7668258,"[['UGT2B7', '(PA361)']]",belongs to,
rs28365062,"[['UGT2B7', '(PA361)']]",belongs to,
rs7439366,"[['UGT2B7', '(PA361)']]",belongs to,
rs1449683,"[['fluvoxamine', '(PA449690)']]",decreased response to,
rs1449683,"[['FGF2', '(PA28115)']]",belongs to,
rs1544938,"[['antipsychotics', '(PA452233)']]",increased response to,
rs1544938,"[['ADCY2', '(PA24561)']]",belongs to,
rs1127354,"[['ITPA', '(PA29973)']]",belongs to,
"CYP3A5*1A, CYP3A5*3A","[['CYP3A5', '(PA131)']]",belongs to,
"CYP3A4*1, CYP3A4*22","[['simvastatin', '(PA451363)']]",increased concentrations of,
"CYP3A4*1, CYP3A4*22","[['CYP3A4', '(PA130)']]",belongs to,
rs4149056,"[['simvastatin', 'acid', '(PA166129446)']]",increased concentrations of,
rs4149056,"[['SLCO1B1', '(PA134865839)']]",belongs to,
CYP2D6 intermediate metabolizers,"[['nortriptyline', '(PA450657)']]",decreased metabolism of,
CYP2D6 intermediate metabolizers,"[['CYP2D6', '(PA128)']]",belongs to,
CYP2D6 ultrarapid metabolizer phenotype,"[['nortriptyline', '(PA450657)']]",increased metabolism of,
CYP2D6 ultrarapid metabolizer phenotype,"[['CYP2D6', '(PA128)']]",belongs to,
rs1800497,"[['ANKK1', '(PA134872551)']]",belongs to,
rs3745274,"[['CYP2B6', '(PA123)']]",belongs to,
rs2279343,"[['bupropion', '(PA448687)']]",increased response to,
rs2279343,"[['CYP2B6', '(PA123)']]",belongs to,
rs2279343,"[['CYP2B6', '(PA123)']]",belongs to,
rs3211371,"[['CYP2B6', '(PA123)']]",belongs to,
CYP2B6*6,"[['CYP2B6', '(PA123)']]",belongs to,
rs1045642,"[['ABCB1', '(PA267)']]",belongs to,
rs2032582,"[['ABCB1', '(PA267)']]",belongs to,
"ABCB1*1, ABCB1*2(PMID:11503014)","[['cytarabine', '(PA449177)'], ['daunorubicin', '(PA449212)'], ['dexrazoxane', '(PA449259)']]",increased response to,
"ABCB1*1, ABCB1*2(PMID:11503014)","[['ABCB1', '(PA267)']]",belongs to,
rs1128503,"[['glucocorticoids', '(PA452347)']]",decreased response to,
rs1128503,"[['ABCB1', '(PA267)']]",belongs to,
"CYP2D6*1, CYP2D6*4","[['debrisoquine', '(PA452616)']]",decreased metabolism of,
"CYP2D6*1, CYP2D6*4","[['CYP2D6', '(PA128)']]",belongs to,
rs776746,"[['cyclosporine', '(PA449167)'], ['tacrolimus', '(PA451578)']]",increased concentrations of,
rs776746,"[['CYP3A5', '(PA131)']]",belongs to,
rs776746,"[['cyclosporine', '(PA449167)'], ['tacrolimus', '(PA451578)']]",decreased dose of,
rs776746,"[['CYP3A5', '(PA131)']]",belongs to,
