head,tail,relation
rs370457585,"[['cladribine', '(PA449027)'], ['fluorouracil', '(PA128406956)'], ['gemcitabine', '(PA449748)']]",decreased sensitivity to
rs370457585,"[['NT5C1A', '(PA31799)']]",belongs to
rs374150125,"[['NT5C1A', '(PA31799)']]",belongs to
rs374150125,"[['cladribine', '(PA449027)'], ['fluorouracil', '(PA128406956)'], ['gemcitabine', '(PA449748)']]",decreased sensitivity to
rs374150125,"[['NT5C1A', '(PA31799)']]",belongs to
DPYD*2A,"[['DPYD', '(PA145)']]",belongs to
"TPMT*1, TPMT*3A, TPMT*3C","[['TPMT', '(PA356)']]",belongs to
"CYP2D6*1, CYP2D6*114, CYP2D6*12, CYP2D6*31, CYP2D6*36, CYP2D6*37, CYP2D6*40, CYP2D6*47, CYP2D6*51, CYP2D6*52, CYP2D6*54, CYP2D6*55, CYP2D6*57, CYP2D6*62, CYP2D6*63, CYP2D6*64, CYP2D6*65, CYP2D6*7, CYP2D6*71, CYP2D6*72, CYP2D6*75","[['n-desmethyltamoxifen', '(PA166127651)']]",decreased activity of
"CYP2D6*1, CYP2D6*114, CYP2D6*12, CYP2D6*31, CYP2D6*36, CYP2D6*37, CYP2D6*40, CYP2D6*47, CYP2D6*51, CYP2D6*52, CYP2D6*54, CYP2D6*55, CYP2D6*57, CYP2D6*62, CYP2D6*63, CYP2D6*64, CYP2D6*65, CYP2D6*7, CYP2D6*71, CYP2D6*72, CYP2D6*75","[['CYP2D6', '(PA128)']]",belongs to
rs770829708,"[['voriconazole', '(PA10233)']]",decreased clearance of
rs770829708,"[['CYP2C19', '(PA124)']]",belongs to
"CYP2C19*1, CYP2C19*23","[['omeprazole', '(PA450704)']]",decreased clearance of
"CYP2C19*1, CYP2C19*23","[['CYP2C19', '(PA124)']]",belongs to
rs550527959,"[['voriconazole', '(PA10233)']]",decreased clearance of
rs550527959,"[['CYP2C19', '(PA124)']]",belongs to
rs181297724,"[['voriconazole', '(PA10233)']]",decreased clearance of
rs181297724,"[['CYP2C19', '(PA124)']]",belongs to
rs181297724,"[['fluvoxamine', '(PA449690)'], ['omeprazole', '(PA450704)']]",increased sensitivity to
rs181297724,"[['CYP2C19', '(PA124)']]",belongs to
rs181297724,"[['fluoxetine', '(PA449673)'], ['ketoconazole', '(PA450146)'], ['sertraline', '(PA451333)'], ['ticlopidine', '(PA451686)']]",decreased sensitivity to
rs181297724,"[['CYP2C19', '(PA124)']]",belongs to
rs181297724,"[['CYP2C19', '(PA124)']]",belongs to
rs78655421,"[['ivacaftor', '/', 'lumacaftor', '(PA166152935)']]",increased activity of
rs78655421,"[['CFTR', '(PA109)']]",belongs to
rs777560972,"[['bufuralol', '(PA166110256)'], ['dextromethorphan', '(PA449273)']]",decreased clearance of
rs777560972,"[['CYP2D6', '(PA128)']]",belongs to
"CYP2D6*1, CYP2D6*10, CYP2D6*2, CYP2D6*87, CYP2D6*88, CYP2D6*89, CYP2D6*90, CYP2D6*91, CYP2D6*93, CYP2D6*94, CYP2D6*95, CYP2D6*97, CYP2D6*98","[['venlafaxine', '(PA451866)']]",decreased clearance of
"CYP2D6*1, CYP2D6*10, CYP2D6*2, CYP2D6*87, CYP2D6*88, CYP2D6*89, CYP2D6*90, CYP2D6*91, CYP2D6*93, CYP2D6*94, CYP2D6*95, CYP2D6*97, CYP2D6*98","[['CYP2D6', '(PA128)']]",belongs to
"DPYD*3, DPYD*8","[['DPYD', '(PA145)']]",belongs to
rs895819,"[['MIR27A', '(PA164722621)']]",belongs to
rs11568820,"[['VDR', '(PA37301)']]",belongs to
DPYD*3,"[['DPYD', '(PA145)']]",belongs to
DPYD*8,"[['DPYD', '(PA145)']]",belongs to
DPYD*9B,"[['DPYD', '(PA145)']]",belongs to
"CYP2C19*1, CYP2C19*29, CYP2C19*3, CYP2C19*30, CYP2C19*33","[['CYP2C19', '(PA124)']]",belongs to
"CYP2C19*1, CYP2C19*3","[['mephenytoin', '(PA450373)'], ['omeprazole', '(PA450704)']]",decreased activity of
"CYP2C19*1, CYP2C19*3","[['CYP2C19', '(PA124)']]",belongs to
"CYP2C19*1, CYP2C19*29, CYP2C19*30, CYP2C19*31, CYP2C19*32, CYP2C19*33","[['methadone', '(PA450401)']]",decreased clearance of
"CYP2C19*1, CYP2C19*29, CYP2C19*30, CYP2C19*31, CYP2C19*32, CYP2C19*33","[['CYP2C19', '(PA124)']]",belongs to
DPYD*2A,"[['DPYD', '(PA145)']]",belongs to
rs895819,"[['fluorouracil', '(PA128406956)']]",decreased enzyme activity of
rs895819,"[['MIR27A', '(PA164722621)']]",belongs to
DPYD*5,"[['DPYD', '(PA145)']]",belongs to
rs745746329,"[['bufuralol', '(PA166110256)'], ['dextromethorphan', '(PA449273)']]",decreased clearance of
rs745746329,"[['CYP2D6', '(PA128)']]",belongs to
rs750996195,"[['bufuralol', '(PA166110256)'], ['dextromethorphan', '(PA449273)']]",decreased clearance of
rs750996195,"[['CYP2D6', '(PA128)']]",belongs to
rs28371704,"[['CYP2D6', '(PA128)']]",belongs to
rs28371703,"[['CYP2D6', '(PA128)']]",belongs to
rs150385342,"[['DPYD', '(PA145)']]",belongs to
rs67376798,"[['DPYD', '(PA145)']]",belongs to
rs3918290,"[['DPYD', '(PA145)']]",belongs to
rs2811178,"[['DPYD', '(PA145)']]",belongs to
rs2786783,"[['DPYD', '(PA145)']]",belongs to
rs55886062,"[['DPYD', '(PA145)']]",belongs to
rs1801159,"[['DPYD', '(PA145)']]",belongs to
rs1801158,"[['DPYD', '(PA145)']]",belongs to
rs56293913,"[['DPYD', '(PA145)']]",belongs to
rs368600943,"[['DPYD', '(PA145)']]",belongs to
rs75017182,"[['DPYD', '(PA145)']]",belongs to
rs138924556,"[['DPYD', '(PA145)']]",belongs to
rs45589337,"[['DPYD', '(PA145)']]",belongs to
rs3790387,"[['DPYD', '(PA145)']]",belongs to
rs2297595,"[['DPYD', '(PA145)']]",belongs to
rs41309171,"[['DPYD', '(PA145)']]",belongs to
rs1801265,"[['DPYD', '(PA145)']]",belongs to
rs115232898,"[['DPYD', '(PA145)']]",belongs to
"DPYD*3, DPYD*8","[['DPYD', '(PA145)']]",belongs to
"CYP2D6*1, CYP2D6*10, CYP2D6*2, CYP2D6*87, CYP2D6*88, CYP2D6*91, CYP2D6*93, CYP2D6*95, CYP2D6*97, CYP2D6*98","[['dapoxetine', '(PA166151992)']]",decreased clearance of
"CYP2D6*1, CYP2D6*10, CYP2D6*2, CYP2D6*87, CYP2D6*88, CYP2D6*91, CYP2D6*93, CYP2D6*95, CYP2D6*97, CYP2D6*98","[['CYP2D6', '(PA128)']]",belongs to
"CYP2D6*1, CYP2D6*2","[['CYP2D6', '(PA128)']]",belongs to
"CYP2D6*1, CYP2D6*2","[['bufuralol', '(PA166110256)']]",decreased catalytic activity of
"CYP2D6*1, CYP2D6*2","[['CYP2D6', '(PA128)']]",belongs to
"DPYD*2B, DPYD*4","[['DPYD', '(PA145)']]",belongs to
"DPYD*2A, DPYD*5","[['DPYD', '(PA145)']]",belongs to
rs2274407,"[['ABCC4', '(PA397)']]",belongs to
rs2274407,"[['ABCC4', '(PA397)']]",belongs to
rs2189784,"[['CYP4F2', '(PA27121)']]",belongs to
rs2189784,"[['CYP4F2', '(PA27121)']]",belongs to
rs2108622,"[['CYP4F2', '(PA27121)']]",belongs to
rs2108622,"[['CYP4F2', '(PA27121)']]",belongs to
rs1060467,"[['CYP4F11', '(PA27120)']]",belongs to
rs1060467,"[['CYP4F11', '(PA27120)']]",belongs to
TPMT haplotype,"[['mercaptopurine', '(PA450379)']]",increased concentrations of
TPMT haplotype,"[['TPMT', '(PA356)']]",belongs to
ABCC4 deficiency,"[['mercaptopurine', '(PA450379)']]",increased concentrations of
ABCC4 deficiency,"[['ABCC4', '(PA397)']]",belongs to
rs193922803,"[['caffeine', '(PA448710)']]",increased sensitivity to
rs193922803,"[['RYR1', '(PA34896)']]",belongs to
rs193922832,"[['caffeine', '(PA448710)']]",increased sensitivity to
rs193922832,"[['RYR1', '(PA34896)']]",belongs to
rs193922842,"[['RYR1', '(PA34896)']]",belongs to
rs193922843,"[['caffeine', '(PA448710)']]",increased sensitivity to
rs193922843,"[['RYR1', '(PA34896)']]",belongs to
rs193922843,"[['RYR1', '(PA34896)']]",belongs to
rs118192168,"[['caffeine', '(PA448710)']]",increased sensitivity to
rs118192168,"[['RYR1', '(PA34896)']]",belongs to
"CYP2C9*1, CYP2C9*3","[['diclofenac', '(PA449293)']]",decreased clearance of
"CYP2C9*1, CYP2C9*3","[['CYP2C9', '(PA126)']]",belongs to
"CYP2C9*1, CYP2C9*13","[['diclofenac', '(PA449293)']]",decreased clearance of
"CYP2C9*1, CYP2C9*13","[['CYP2C9', '(PA126)']]",belongs to
"CYP2D6*1, CYP2D6*22, CYP2D6*23, CYP2D6*24, CYP2D6*27, CYP2D6*33, CYP2D6*49","[['CYP2D6', '(PA128)']]",belongs to
"CYP2D6*1, CYP2D6*10, CYP2D6*87, CYP2D6*90, CYP2D6*93, CYP2D6*95, CYP2D6*98","[['gefitinib', '(PA131301952)']]",decreased clearance of
"CYP2D6*1, CYP2D6*10, CYP2D6*87, CYP2D6*90, CYP2D6*93, CYP2D6*95, CYP2D6*98","[['CYP2D6', '(PA128)']]",belongs to
"CYP2D6*92, CYP2D6*96","[['gefitinib', '(PA131301952)']]",decreased catalytic activity of
"CYP2D6*92, CYP2D6*96","[['CYP2D6', '(PA128)']]",belongs to
rs6493497,"[['anastrozole', '(PA448432)'], ['exemestane', '(PA449563)'], ['letrozole', '(PA450196)']]",activity of
rs6493497,"[['CYP19A1', '(PA27091)']]",belongs to
rs7176005,"[['anastrozole', '(PA448432)'], ['exemestane', '(PA449563)'], ['letrozole', '(PA450196)']]",activity of
rs7176005,"[['CYP19A1', '(PA27091)']]",belongs to
DPYD*2A,"[['DPYD', '(PA145)']]",belongs to
rs201065375,"[['clopidogrel', '(PA449053)'], ['enalapril', '(PA449456)'], ['sacubitril', '(PA166131580)']]",decreased metabolism of
rs201065375,"[['CES1', '(PA107)']]",belongs to
rs143718310,"[['clopidogrel', '(PA449053)'], ['enalapril', '(PA449456)'], ['sacubitril', '(PA166131580)']]",decreased metabolism of
rs143718310,"[['CES1', '(PA107)']]",belongs to
rs146456965,"[['clopidogrel', '(PA449053)'], ['enalapril', '(PA449456)'], ['sacubitril', '(PA166131580)']]",decreased metabolism of
rs146456965,"[['CES1', '(PA107)']]",belongs to
rs151291296,"[['clopidogrel', '(PA449053)'], ['enalapril', '(PA449456)'], ['sacubitril', '(PA166131580)']]",decreased enzyme activity of
rs151291296,"[['CES1', '(PA107)']]",belongs to
rs151291296,"[['CES1', '(PA107)']]",belongs to
rs201065375,"[['CES1', '(PA107)']]",belongs to
"CYP2C19*1, CYP2C19*29, CYP2C19*30, CYP2C19*31, CYP2C19*33","[['mephenytoin', '(PA450373)'], ['omeprazole', '(PA450704)']]",decreased activity of
"CYP2C19*1, CYP2C19*29, CYP2C19*30, CYP2C19*31, CYP2C19*33","[['CYP2C19', '(PA124)']]",belongs to
DPYD*9A,"[['DPYD', '(PA145)']]",belongs to
rs75527207,"[['ivacaftor', '(PA165950341)'], ['nppb', '(PA166159659)']]",increased activity of
rs75527207,"[['CFTR', '(PA109)']]",belongs to
rs61622928,"[['DPYD', '(PA145)']]",belongs to
DPYD*11,"[['DPYD', '(PA145)']]",belongs to
"DPYD*11, DPYD*12","[['DPYD', '(PA145)']]",belongs to
"CYP2C19*1, CYP2C19*32","[['mephenytoin', '(PA450373)']]",decreased activity of
"CYP2C19*1, CYP2C19*32","[['CYP2C19', '(PA124)']]",belongs to
"CFTRF508del(CTT), CFTRS1251N","[['ivacaftor', '(PA165950341)']]",increased activity of
"CFTRF508del(CTT), CFTRS1251N","[['CFTR', '(PA109)']]",belongs to
"CYP2D6*1, CYP2D6*92","[['CYP2D6', '(PA128)']]",belongs to
"CYP2D6*1, CYP2D6*96","[['CYP2D6', '(PA128)']]",belongs to
rs3765534,"[['mercaptopurine', '(PA450379)']]",increased sensitivity to
rs3765534,"[['ABCC4', '(PA397)']]",belongs to
"SLC22A1*1, SLC22A1*4","[['proguanil', '(PA451124)']]",decreased uptake of
"SLC22A1*1, SLC22A1*4","[['SLC22A1', '(PA329)']]",belongs to
"SLC22A1*1, SLC22A1*5","[['proguanil', '(PA451124)']]",decreased uptake of
"SLC22A1*1, SLC22A1*5","[['SLC22A1', '(PA329)']]",belongs to
"SLC22A1*1, SLC22A1*6","[['proguanil', '(PA451124)']]",decreased uptake of
"SLC22A1*1, SLC22A1*6","[['SLC22A1', '(PA329)']]",belongs to
rs56038477,"[['DPYD', '(PA145)']]",belongs to
DPYD*9A,"[['DPYD', '(PA145)']]",belongs to
DPYD*5,"[['DPYD', '(PA145)']]",belongs to
DPYD*6,"[['DPYD', '(PA145)']]",belongs to
rs568132506,"[['DPYD', '(PA145)']]",belongs to
"CYP2D6*1, CYP2D6*36","[['bufuralol', '(PA166110256)']]",decreased catalytic activity of
"CYP2D6*1, CYP2D6*36","[['CYP2D6', '(PA128)']]",belongs to
"CYP2D6*1, CYP2D6*10","[['bufuralol', '(PA166110256)']]",decreased catalytic activity of
"CYP2D6*1, CYP2D6*10","[['CYP2D6', '(PA128)']]",belongs to
"CYP2D6*1, CYP2D6*2, CYP2D6*87, CYP2D6*88, CYP2D6*89, CYP2D6*90, CYP2D6*91, CYP2D6*97, CYP2D6*98","[['CYP2D6', '(PA128)']]",belongs to
"CYP2D6*92, CYP2D6*96","[['tolterodine', '(PA164746757)']]",decreased activity of
"CYP2D6*92, CYP2D6*96","[['CYP2D6', '(PA128)']]",belongs to
"CYP2D6*1, CYP2D6*10, CYP2D6*93, CYP2D6*94, CYP2D6*95","[['tolterodine', '(PA164746757)']]",decreased clearance of
"CYP2D6*1, CYP2D6*10, CYP2D6*93, CYP2D6*94, CYP2D6*95","[['CYP2D6', '(PA128)']]",belongs to
"CYP2D6*1, CYP2D6*10, CYP2D6*87, CYP2D6*88, CYP2D6*90, CYP2D6*91, CYP2D6*93, CYP2D6*95, CYP2D6*97","[['olanzapine', '(PA450688)']]",decreased clearance of
"CYP2D6*1, CYP2D6*10, CYP2D6*87, CYP2D6*88, CYP2D6*90, CYP2D6*91, CYP2D6*93, CYP2D6*95, CYP2D6*97","[['CYP2D6', '(PA128)']]",belongs to
"CYP2D6*1, CYP2D6*92, CYP2D6*96","[['olanzapine', '(PA450688)']]",decreased clearance of
"CYP2D6*1, CYP2D6*92, CYP2D6*96","[['CYP2D6', '(PA128)']]",belongs to
rs778258371,"[['methadone', '(PA450401)']]",decreased clearance of
rs778258371,"[['CYP2C19', '(PA124)']]",belongs to
rs770829708,"[['methadone', '(PA450401)']]",decreased clearance of
rs770829708,"[['CYP2C19', '(PA124)']]",belongs to
rs550527959,"[['methadone', '(PA450401)']]",decreased clearance of
rs550527959,"[['CYP2C19', '(PA124)']]",belongs to
rs200346442,"[['methadone', '(PA450401)']]",decreased clearance of
rs200346442,"[['CYP2C19', '(PA124)']]",belongs to
rs200150287,"[['methadone', '(PA450401)']]",decreased clearance of
rs200150287,"[['CYP2C19', '(PA124)']]",belongs to
rs749678783,"[['methadone', '(PA450401)']]",decreased clearance of
rs749678783,"[['CYP2C19', '(PA124)']]",belongs to
rs764137538,"[['methadone', '(PA450401)']]",decreased clearance of
rs764137538,"[['CYP2C19', '(PA124)']]",belongs to
rs1349931378,"[['methadone', '(PA450401)']]",decreased clearance of
rs1349931378,"[['CYP2C19', '(PA124)']]",belongs to
rs1267723490,"[['methadone', '(PA450401)']]",decreased clearance of
rs1267723490,"[['CYP2C19', '(PA124)']]",belongs to
rs1463550071,"[['methadone', '(PA450401)']]",decreased clearance of
rs1463550071,"[['CYP2C19', '(PA124)']]",belongs to
rs72552267,"[['methadone', '(PA450401)']]",decreased clearance of
rs72552267,"[['CYP2C19', '(PA124)']]",belongs to
rs118203756,"[['methadone', '(PA450401)']]",decreased clearance of
rs118203756,"[['CYP2C19', '(PA124)']]",belongs to
rs181297724,"[['methadone', '(PA450401)']]",decreased clearance of
rs181297724,"[['CYP2C19', '(PA124)']]",belongs to
rs138142612,"[['methadone', '(PA450401)']]",decreased clearance of
rs138142612,"[['CYP2C19', '(PA124)']]",belongs to
rs147255955,"[['CYP2C19', '(PA124)']]",belongs to
rs559628884,"[['CYP2C19', '(PA124)']]",belongs to
rs201615754,"[['DPYD', '(PA145)']]",belongs to
rs55971861,"[['DPYD', '(PA145)']]",belongs to
rs138545885,"[['DPYD', '(PA145)']]",belongs to
rs145548112,"[['DPYD', '(PA145)']]",belongs to
rs146529561,"[['DPYD', '(PA145)']]",belongs to
rs60511679,"[['DPYD', '(PA145)']]",belongs to
rs199634007,"[['DPYD', '(PA145)']]",belongs to
rs201035051,"[['DPYD', '(PA145)']]",belongs to
rs147545709,"[['DPYD', '(PA145)']]",belongs to
rs145529148,"[['DPYD', '(PA145)']]",belongs to
rs72547602,"[['DPYD', '(PA145)']]",belongs to
rs139459586,"[['DPYD', '(PA145)']]",belongs to
rs202144771,"[['DPYD', '(PA145)']]",belongs to
rs140114515,"[['DPYD', '(PA145)']]",belongs to
rs148799944,"[['DPYD', '(PA145)']]",belongs to
rs56293913,"[['DPYD', '(PA145)']]",belongs to
rs150036960,"[['DPYD', '(PA145)']]",belongs to
rs1946518,"[['IL18', '(PA29802)']]",belongs to
rs67376798,"[['DPYD', '(PA145)']]",belongs to
rs61622928,"[['DPYD', '(PA145)']]",belongs to
rs2297595,"[['DPYD', '(PA145)']]",belongs to
DPYD*9A,"[['DPYD', '(PA145)']]",belongs to
DPYD*4,"[['DPYD', '(PA145)']]",belongs to
DPYD*6,"[['DPYD', '(PA145)']]",belongs to
rs116855232,"[['NUDT15', '(PA134963132)']]",belongs to
rs80081766,"[['DPYD', '(PA145)']]",belongs to
"TPMT*1, TPMT*3A","[['cisplatin', '(PA449014)']]",increased sensitivity to
"TPMT*1, TPMT*3A","[['TPMT', '(PA356)']]",belongs to
rs193922843,"[['RYR1', '(PA34896)']]",belongs to
"TPMT*1, TPMT*3A","[['cisplatin', '(PA449014)']]",increased expression of
"TPMT*1, TPMT*3A","[['TPMT', '(PA356)']]",belongs to
"TPMT*1, TPMT*3A","[['cisplatin', '(PA449014)']]",increased sensitivity to
"TPMT*1, TPMT*3A","[['TPMT', '(PA356)']]",belongs to
"NAT2*14B, NAT2*4, NAT2*5B, NAT2*6A, NAT2*7B","[['solithromycin', '(PA166165147)']]",increased metabolism of
"NAT2*14B, NAT2*4, NAT2*5B, NAT2*6A, NAT2*7B","[['NAT2', '(PA18)']]",belongs to
"CYP2D6*1, CYP2D6*10, CYP2D6*14, CYP2D6*18, CYP2D6*21, CYP2D6*41, CYP2D6*5","[['tamoxifen', '(PA451581)']]",increased expression of
"CYP2D6*1, CYP2D6*10, CYP2D6*14, CYP2D6*18, CYP2D6*21, CYP2D6*41, CYP2D6*5","[['CYP2D6', '(PA128)']]",belongs to
rs9495425,"[['TXLNB', '(PA134878600)']]",belongs to
rs17535305,"[['DISP1', '(PA134938043)']]",belongs to
rs61840266,"[['DISP1', '(PA134938043)']]",belongs to
rs35945601,"[['SPAG16', '(PA134887898)']]",belongs to
rs17571991,"[['NAF1', '(PA162396775)']]",belongs to
rs6569487,"[['ECHDC1', '(PA134871524)']]",belongs to
rs62442010,"[['ZNF890P', '(PA166165172)']]",belongs to
rs12701634,"[['AMPH', '(PA24779)']]",belongs to
rs7818112,"[['KCNQ3', '(PA30075)']]",belongs to
rs10840501,"[['ZBED5', '(PA147357120)']]",belongs to
rs10147475,"[['DHRS4L1', '(PA134878665)']]",belongs to
rs28458425,"[['CHD2', '(PA26453)']]",belongs to
rs7165938,"[['RGMA', '(PA128394693)']]",belongs to
rs304400,"[['ADCYAP1', '(PA24564)']]",belongs to
rs3827963,"[['RALGAPA2', '(PA25784)']]",belongs to
rs9303363,"[['STXBP4', '(PA134962267)']]",belongs to
"CYP3A5*1A, CYP3A5*3A","[['CYP3A5', '(PA131)']]",belongs to
"CYP3A4*1, CYP3A4*22","[['CYP3A4', '(PA130)']]",belongs to
